CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,BikeBuyer,AvgMonthSpend
11144,,Edward,,Hernandez,,7607 Pine Hollow Road,,Ballard,Washington,United States,98107,178-555-0196,1999-09-09,High School,Skilled Manual,M,S,0,2,0,0,58612,2017-03-06,0,51.65
22130,,Xavier,R,Bryant,,3905 Mt. Trinity Court,,San Diego,California,United States,92102,115-555-0174,1958-08-28,Graduate Degree,Professional,M,M,1,3,0,2,128553,2017-03-06,1,52.42
12024,,Samuel,,Edwards,,710 Longbrook Way,,Port Orchard,Washington,United States,98366,695-555-0151,1998-06-26,High School,Clerical,M,S,0,1,0,0,84910,2017-03-06,0,53.85
24680,,Thomas,L,Flores,,6975 Olivera Road,,San Diego,California,United States,92102,229-555-0184,1970-09-19,Bachelors,Management,M,S,1,0,0,0,107643,2017-03-06,1,59.31
12000,,Ashley,,Russell,,9088 Ironwood Way,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0158,1985-03-12,Bachelors,Clerical,F,S,0,2,0,0,79651,2017-03-06,1,52.09
22187,,Hannah,A,Russell,,6318 Merriewood Dr.,,Corvallis,Oregon,United States,97330,718-555-0129,1994-06-24,High School,Manual,F,S,0,0,0,0,29558,2017-03-06,0,47.03
13388,,Marshall,M,Shen,,1530 Dallis Drive,,Burlingame,California,United States,94010,170-555-0132,1970-06-13,Partial College,Skilled Manual,M,S,1,2,0,0,53885,2017-03-06,1,61.51
25283,,Caitlin,A,Howard,,7817 Mt. Wilson Way,,Los Angeles,California,United States,90012,539-555-0190,1994-09-04,Partial College,Clerical,F,S,0,1,0,0,83212,2017-03-06,0,50.49
22542,,Teresa,,Alvarez,,"57bis, boulevard du Montparnasse",,Paris,Seine (Paris),France,75013,1 (11) 500 555-0139,1994-10-08,Partial College,Clerical,F,S,0,3,0,0,86234,2017-03-06,0,51.78
14901,,Katherine,,Richardson,,4351 Shenandoah Dr.,,National City,California,United States,91950,273-555-0114,1976-07-23,Partial College,Clerical,F,M,1,1,1,2,77961,2017-03-06,1,51.96
11702,,Jenny,S,Zhou,,2107 Cardinal,,Burlingame,California,United States,94010,763-555-0124,1983-10-17,Bachelors,Professional,F,S,1,3,0,0,136509,2017-03-06,0,51.76
29306,,Rafael,,Anand,,3287 Corte Poquito,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0178,1983-08-16,Bachelors,Professional,M,S,1,2,0,0,128074,2017-03-06,1,54.64
20802,,Jon,,Li,,"191, rue de Cambrai",,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0125,1977-02-24,Partial College,Clerical,M,S,1,1,0,0,79469,2017-03-06,1,50.15
21582,,Amber,W,Roberts,,9665 Geneva Ave.,,Cliffside,British Columbia,Canada,V8Y 1L1,597-555-0197,1992-03-13,Graduate Degree,Clerical,F,M,1,2,1,1,84782,2017-03-06,1,51.1
28651,,Lauren,,Brown,,5409 South St.,,Berkeley,California,United States,94704,549-555-0126,1990-02-10,Bachelors,Clerical,F,M,1,1,1,2,78691,2017-03-06,1,51.53
15411,,Jay,,Chandra,,2926 Woodside Court,,Burlingame,California,United States,94010,146-555-0146,1957-11-07,Graduate Degree,Management,M,S,1,3,1,1,109557,2017-03-06,1,53.69
16491,,Christian,J,Garcia,,2860 Brentwood Circle,,Langford,British Columbia,Canada,V9,172-555-0164,1999-04-19,Partial College,Clerical,M,S,0,0,0,0,86446,2017-03-06,1,52.81
29181,,Melinda,,Suarez,,3823 Birch Bark Dr,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0132,1988-05-13,Bachelors,Clerical,F,S,0,1,0,0,82059,2017-03-06,0,52.34
16241,,Isabel,,Butler,,804 Skycrest Drive,#19,Vancouver,British Columbia,Canada,V7L 4J4,252-555-0172,1978-10-08,Graduate Degree,Management,F,S,1,0,0,0,111614,2017-03-06,0,51.71
21452,,Seth,R,Bailey,,1553 Richard Ave.,,Corvallis,Oregon,United States,97330,439-555-0162,1964-05-21,High School,Skilled Manual,M,M,1,0,1,2,58619,2017-03-06,1,52.04
23226,,Leonard,M,Xie,,Conesweg 1,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0174,1992-09-16,High School,Manual,M,S,0,0,0,0,32126,2017-03-06,1,49.53
16678,,Ian,,Ramirez,,5092 Almondwood Dr.,,Langley,British Columbia,Canada,V3A 4R2,406-555-0196,1977-10-15,Partial High School,Manual,M,M,1,0,1,2,27227,2017-03-06,0,52.77
26602,,Noah,,Yang,,7022 E Trident Dr,,Lemon Grove,California,United States,91945,591-555-0114,1983-10-04,Bachelors,Management,M,S,1,2,0,0,108625,2017-03-06,0,56.25
13890,,Jennifer,W,Carter,,8437 Loveridge Circle,,Beaverton,Oregon,United States,97005,229-555-0180,1986-09-16,Graduate Degree,Clerical,F,S,0,2,0,0,83558,2017-03-06,1,54.73
12268,,Edwin,,Shan,,Karl Liebknecht str 39,,Berlin,Hamburg,Germany,10210,1 (11) 500 555-0177,1978-05-02,Graduate Degree,Professional,M,M,1,3,1,2,135778,2017-03-06,1,61.0
26341,,Olivia,R,Taylor,,5806 Old Oak Dr.,,Port Orchard,Washington,United States,98366,438-555-0169,1989-03-22,Graduate Degree,Professional,F,M,1,3,0,0,137880,2017-03-06,0,51.73
19625,,Ivan,C,Gonzalez,,9897 East L Street,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0129,1977-03-19,Partial College,Skilled Manual,M,S,1,1,0,0,52520,2017-03-06,1,54.34
13913,,Angela,,Rogers,,7065 Rock Creek Way,,Berkeley,California,United States,94704,997-555-0117,1985-09-18,Bachelors,Skilled Manual,F,S,0,1,0,0,58557,2017-03-06,0,50.18
17066,,Lori,,Serrano,,8905 Candlestick Dr.,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0151,1985-04-08,Bachelors,Clerical,F,M,1,1,0,1,81936,2017-03-06,0,50.15
20014,,Anne,,Blanco,,8192 Pine Creek Way,,Chula Vista,California,United States,91910,126-555-0117,1989-03-07,Graduate Degree,Skilled Manual,F,M,0,1,1,1,52703,2017-03-06,1,50.38
25062,,Kaitlyn,J,Young,,1058 Kirker Pass Road,,Westminster,British Columbia,Canada,V3L 1H4,370-555-0122,1994-12-20,High School,Clerical,F,S,0,2,0,0,82687,2017-03-06,1,50.0
19351,,Edgar,,Vance,,"68, avenue de l´ Union Centrale",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0154,1983-04-22,Partial College,Skilled Manual,M,S,0,1,0,0,57083,2017-03-06,0,54.05
22673,,Andy,,Gill,,"76, rue des Berges",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0152,1983-11-12,Partial College,Manual,M,S,0,1,0,0,27290,2017-03-06,0,59.06
28000,,Rebecca,,Roberts,,267 Roland Ct.,,Langley,British Columbia,Canada,V3A 4R2,275-555-0158,1958-04-03,Graduate Degree,Professional,F,S,1,2,0,1,138250,2017-03-06,0,57.05
25875,,Jocelyn,D,Price,,329 Shell Dr,,Port Hammond,British Columbia,Canada,V6B 3P7,203-555-0154,1968-06-12,High School,Skilled Manual,F,M,1,1,1,2,52778,2017-03-06,1,47.79
28372,,Vincent,F,Hu,,67 Flamingo Drive,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0136,1987-11-14,Bachelors,Professional,M,S,1,2,0,0,134224,2017-03-06,1,53.68
16483,,Warren,S,Jai,,9276 Blackwood Drive,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0119,1970-10-17,Bachelors,Manual,M,M,1,1,2,2,30344,2017-03-06,1,55.22
24386,,Isabella,,Walker,,7128 Seaview Avenue,,Westminster,British Columbia,Canada,V3L 1H4,154-555-0142,1977-05-12,Bachelors,Clerical,F,S,1,1,0,0,84491,2017-03-06,0,50.48
15685,,Robin,,Vazquez,,Winterfeldtstr 5557,,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0179,1964-06-09,Bachelors,Clerical,F,M,1,0,1,2,84228,2017-03-06,1,53.89
16655,,Destiny,M,Taylor,,4210 Concord Blvd.,,Lakewood,California,United States,90712,495-555-0168,1996-03-26,Partial College,Management,F,M,1,2,0,0,102030,2017-03-06,1,51.38
23940,,Dominic,A,Perez,,5085 Radar Ct.,,High Wycombe,England,United Kingdom,HP10 9QY,1 (11) 500 555-0119,1982-07-14,Bachelors,Professional,M,M,1,3,2,2,132813,2017-03-06,1,57.47
15999,,Maria,C,Hill,,501 Arcadia Place,,Port Orchard,Washington,United States,98366,176-555-0167,1957-07-23,Graduate Degree,Management,F,M,1,2,0,2,103033,2017-03-06,0,51.01
21956,,Jay,F,Kapoor,,6011 Driftwood Dr.,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0159,1989-10-16,Graduate Degree,Manual,M,S,0,1,0,0,30989,2017-03-06,0,46.38
15960,,Brianna,R,Bryant,,8277 Pinole Valley Rd.,,Daly City,California,United States,94015,714-555-0193,1982-10-08,Partial College,Skilled Manual,F,M,1,2,0,2,58408,2017-03-06,0,48.76
11823,,Morgan,,Turner,,6091 Bluefish Lane,,Metchosin,British Columbia,Canada,V9,856-555-0168,1986-10-24,Graduate Degree,Professional,F,M,1,2,0,0,130551,2017-03-06,1,51.83
22917,,Maurice,,She,,7185 West Cliff Place,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0196,1986-04-11,Graduate Degree,Professional,M,S,1,2,0,0,135392,2017-03-06,1,58.96
20668,Mr.,Eric,,Rothenberg,,9277 Country View Lane,,Concord,California,United States,94519,326-555-0100,1988-10-07,Bachelors,Management,F,S,0,2,0,0,108948,2017-03-06,0,54.02
13744,,Alvin,C,Andersen,,2583 Cypress Ave.,,Bremerton,Washington,United States,98312,983-555-0121,1977-10-12,Partial College,Clerical,M,M,1,2,1,2,84780,2017-03-06,1,55.32
13021,,Kendra,,Diaz,,3712 Kirker Pass Road,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0188,1966-07-09,Partial College,Clerical,F,S,1,1,1,1,86599,2017-03-06,0,51.4
25921,,Colin,,Shan,,1524 Reva Dr.,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0176,1967-09-20,Partial College,Skilled Manual,M,S,1,1,1,1,53815,2017-03-06,1,52.76
21222,,Kelvin,K,Xu,,2260 Clear Court,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0154,1981-10-16,Partial College,Clerical,M,M,1,1,1,2,83653,2017-03-06,1,52.63
29353,,Orlando,,Gomez,,414 Joseph Ave,,Burien,Washington,United States,98168,828-555-0125,1985-08-17,Bachelors,Manual,M,M,0,1,1,2,28425,2017-03-06,0,53.09
17080,,Katelyn,W,Peterson,,"332, boulevard d´Albi",,Versailles,Yveline,France,78000,1 (11) 500 555-0137,1993-01-20,Partial College,Management,F,S,0,1,0,0,103185,2017-03-06,0,54.09
27765,,Jerry,,Tang,,Postfach 22 99 99,,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0154,1987-07-18,Partial College,Manual,M,S,0,1,0,0,33815,2017-03-06,0,46.5
18800,,Jennifer,A,Phillips,,1074 Lori Drive,,Lake Oswego,Oregon,United States,97034,158-555-0148,1991-10-12,Graduate Degree,Manual,F,M,0,0,1,1,28009,2017-03-06,0,47.44
26713,,Stephanie,R,Edwards,,9028 Alan Dr.,,Coronado,California,United States,92118,401-555-0198,1974-03-26,Partial High School,Skilled Manual,F,M,1,1,2,2,58519,2017-03-06,1,51.41
11556,,Lucas,J,Evans,,3663 A St.,,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0153,1987-05-14,Partial College,Clerical,M,M,1,1,1,1,81667,2017-03-06,1,51.65
14347,,Tara,I,Goel,,5634 Blue Ridge Drive,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0113,1961-05-17,Bachelors,Professional,F,S,1,2,0,1,129628,2017-03-06,0,55.56
24254,,Emily,,Washington,,1908 Stanford Street,,San Diego,California,United States,92102,908-555-0122,1998-08-15,Partial College,Manual,F,S,0,0,0,0,35443,2017-03-06,0,46.44
26921,,Cynthia,,Weber,,7682 Solano Dr.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0152,1999-08-20,Bachelors,Management,F,M,0,3,0,0,112886,2017-03-06,0,51.89
16556,,Angelica,,Butler,,Heidestieg Straße 8664,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0121,1990-01-06,Partial College,Manual,F,S,0,0,0,0,28525,2017-03-06,0,50.03
19094,,Todd,J,Yang,,904 Bales Court,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0110,1993-06-23,Bachelors,Professional,M,S,0,3,0,0,138302,2017-03-06,1,56.65
20692,,John,H,Lewis,,8321 Marina Lakes Dr.,,Oakland,California,United States,94611,399-555-0132,1985-12-06,Graduate Degree,Professional,M,M,1,1,0,1,132120,2017-03-06,0,52.46
23563,,Kurt,C,Chavez,,6834 Violetta,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0116,1958-08-11,Bachelors,Professional,M,M,1,2,2,3,131406,2017-03-06,1,54.7
22943,,Timothy,C,Parker,,1173 Dale Pl.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0174,1980-10-07,Partial College,Manual,M,S,0,0,0,0,35012,2017-03-06,1,55.28
28827,,Joshua,E,Robinson,,1226 Shoenic,,Coronado,California,United States,92118,165-555-0181,1992-03-26,Graduate Degree,Manual,M,M,0,1,0,1,29323,2017-03-06,0,45.61
12320,,Cheryl,A,Alvarez,,4716 Zebra Street,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0154,1972-06-17,Partial College,Skilled Manual,F,S,1,1,0,0,59029,2017-03-06,0,52.44
23207,,Dalton,B,Baker,,570 Guerrero,,West Covina,California,United States,91791,305-555-0198,1984-07-13,Bachelors,Skilled Manual,M,M,1,1,1,1,55804,2017-03-06,1,57.97
17533,,Fernando,R,Baker,,6283 San Marino Ct.,,Bellingham,Washington,United States,98225,153-555-0182,1952-11-07,Partial College,Clerical,M,M,1,2,0,2,80934,2017-03-06,0,50.24
16148,,Karen,,Walker,,4474 San Jose Dr.,,Long Beach,California,United States,90802,461-555-0150,1978-03-26,Partial College,Skilled Manual,F,M,1,1,1,2,54849,2017-03-06,1,49.21
14726,,Zachary,F,Yang,,1867 Blue Ridge Dr,,Marysville,Washington,United States,98270,301-555-0188,1986-07-03,Graduate Degree,Professional,M,S,1,2,0,0,135477,2017-03-06,1,61.77
12586,,Kellie,A,Hernandez,,8248 N. Ranchford Court,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0138,1999-04-24,High School,Manual,F,S,0,0,0,0,29369,2017-03-06,0,47.35
22290,,Jocelyn,R,Jenkins,,7632 Willbrook Court,,Seattle,Washington,United States,98104,763-555-0121,1983-09-21,Bachelors,Manual,F,M,0,0,1,2,34572,2017-03-06,1,47.51
13402,,Gabriel,E,Turner,,2376 Holiday Hills Dr.,,El Cajon,California,United States,92020,127-555-0118,1972-03-28,High School,Manual,M,M,1,1,0,2,30920,2017-03-06,0,54.17
15580,,Ruben,,Raman,,7317 Cortes,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,1988-02-24,Bachelors,Manual,M,M,0,0,1,2,28088,2017-03-06,0,49.38
22769,,Benjamin,,Martin,,1538 Mt. Diablo St.,,Long Beach,California,United States,90802,123-555-0168,1969-10-22,Partial College,Skilled Manual,M,M,1,2,1,2,53224,2017-03-06,1,54.52
14258,,Haley,,Foster,,"128, avenue des Champs-Elysées",,San Carlos,California,United States,94070,479-555-0116,1964-07-18,Bachelors,Manual,F,S,1,1,0,1,34012,2017-03-06,0,50.86
13121,,Latasha,E,Jimenez,,7259 Birchwood,,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,1985-03-22,Bachelors,Clerical,F,M,1,3,0,2,78281,2017-03-06,1,50.03
16667,,Allison,,Sanchez,,8228 Seal Way,,Vancouver,British Columbia,Canada,V7L 4J4,296-555-0123,1994-11-05,High School,Manual,F,S,0,1,0,0,25840,2017-03-06,0,46.17
17336,,Chase,A,Sanchez,,6425 Citrus Ave.,,Coronado,California,United States,92118,112-555-0136,1996-05-02,High School,Skilled Manual,M,S,0,2,0,0,58509,2017-03-06,1,52.42
23297,,Tyrone,C,Gomez,,4215 Arleda Lane,,Beverly Hills,California,United States,90210,365-555-0193,1992-01-07,Partial College,Manual,M,S,0,0,0,0,33547,2017-03-06,1,49.04
13433,,Jessie,E,Vazquez,,6483 Crystal Ave.,,Bellflower,California,United States,90706,773-555-0121,1976-03-11,Partial College,Clerical,F,S,1,2,0,0,77452,2017-03-06,1,50.19
15881,,Destiny,S,Williams,,4090 Woodbury Place,,Newton,British Columbia,Canada,V2L3W8,882-555-0116,1965-08-20,Bachelors,Management,F,M,1,2,0,3,103483,2017-03-06,0,51.98
14295,,Hannah,,Thomas,,1737 Thomas Ave.,,West Covina,California,United States,91791,514-555-0196,1977-07-14,High School,Manual,F,S,0,1,0,0,35930,2017-03-06,0,46.78
15661,,Brandon,J,Robinson,,9520 Glenhaven Ave.,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0149,1979-08-20,Graduate Degree,Clerical,M,M,1,0,0,1,85002,2017-03-06,1,59.1
25688,,Patrick,E,Morris,,"80, rue de Fontfroide",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0119,1981-07-25,Bachelors,Professional,M,S,1,2,0,0,133538,2017-03-06,1,53.77
12438,,Bailey,,Rogers,,6120 Evergreen Ct.,# 126,Colma,California,United States,94014,161-555-0140,1975-10-19,Graduate Degree,Skilled Manual,F,S,1,1,0,0,61232,2017-03-06,0,52.68
18962,,Seth,R,Parker,,8552 Stillwater Court,,Colma,California,United States,94014,420-555-0174,1982-12-25,Partial College,Clerical,M,M,1,1,0,1,78021,2017-03-06,0,57.42
28515,,Tony,,Lal,,5051 Teakwood Dr,,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0183,1989-12-27,High School,Skilled Manual,M,M,0,2,0,1,54604,2017-03-06,1,48.54
25978,,Morgan,,Perez,,9838 Westchester Pl.,,La Jolla,California,United States,92806,116-555-0188,1945-11-23,Bachelors,Skilled Manual,F,S,1,2,1,1,55146,2017-03-06,1,49.9
21663,,Kenneth,,Goel,,Reiherweg 4164,,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0187,1992-08-16,Partial High School,Manual,M,S,0,0,0,0,32004,2017-03-06,0,49.2
25989,,Jeremy,,Price,,2225 Stillwater Court,,Sooke,British Columbia,Canada,V0,836-555-0162,1982-01-18,Bachelors,Management,M,M,1,1,1,2,112691,2017-03-06,1,58.24
18932,,Carl,,Chande,,9901 East Lake Court,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0115,1978-08-04,Bachelors,Skilled Manual,M,M,1,2,0,2,56550,2017-03-06,1,55.98
21830,,Briana,,Alonso,,5493 Gonzalez Ct,,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0148,1975-10-17,High School,Clerical,F,M,1,1,0,1,82989,2017-03-06,0,50.61
21508,,Suzanne,,Li,,1893 Cranberry Way,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0117,1976-03-25,High School,Manual,F,M,1,0,0,2,27970,2017-03-06,0,44.84
13094,,Antonio,,Diaz,,6373 Berrellesa St.,,Woodland Hills,California,United States,91364,469-555-0172,1977-03-23,High School,Skilled Manual,M,M,1,2,0,2,60319,2017-03-06,1,57.94
16071,,Taylor,,Rodriguez,,5877 Providence Dr.,,Haney,British Columbia,Canada,V2W 1W2,205-555-0111,1991-01-10,Graduate Degree,Clerical,F,M,1,2,0,1,81370,2017-03-06,0,50.77
18579,,William,M,Brown,,9526 Baird Court,,Beaverton,Oregon,United States,97005,743-555-0151,1986-03-15,Graduate Degree,Skilled Manual,M,M,1,2,2,2,55098,2017-03-07,1,52.79
11845,,Natalie,A,Jones,,1442 Hill Top Rd,,Shawnee,British Columbia,Canada,V8Z 4N5,119-555-0148,1944-08-18,High School,Clerical,F,S,1,3,0,1,79050,2017-03-06,1,52.22
18340,,Arianna,,Cooper,,4101 Buckthorn Court,,Berkeley,California,United States,94704,833-555-0133,1996-04-22,Partial College,Manual,F,S,0,0,0,0,26820,2017-03-06,0,49.56
22007,,Kaylee,T,Hernandez,,8777 Olivera Rd.,,Issaquah,Washington,United States,98027,894-555-0144,1996-09-13,High School,Manual,F,S,0,1,0,0,35705,2017-03-06,0,50.27
18931,,Rosa,,She,,2674 Ridge Circle,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0129,1976-12-14,High School,Manual,F,M,1,1,1,2,31750,2017-03-06,0,47.4
23242,,Andrew,J,Garcia,,4598 Manila Avenue,,Bremerton,Washington,United States,98312,959-555-0198,1994-10-04,Graduate Degree,Management,M,S,0,2,0,0,111479,2017-03-06,1,54.9
24248,,Jake,,Lin,,3567 Sierra Street,,Melton,Victoria,Australia,3337,1 (11) 500 555-0155,1967-10-05,High School,Clerical,M,S,1,2,0,1,79949,2017-03-06,1,50.01
20843,,Jose,,Shan,,Roßstr 9938,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0126,1980-03-05,Bachelors,Skilled Manual,M,M,1,1,2,2,59436,2017-03-06,1,49.44
22754,,Robert,S,Foster,,2964 Mt. Washington,,Marysville,Washington,United States,98270,963-555-0171,1967-02-25,Partial College,Management,M,M,1,1,0,2,111507,2017-03-06,1,51.32
12230,,Wesley,,Zheng,,Krönerweg 49,,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0126,1976-02-12,Partial College,Management,M,M,1,3,1,1,102323,2017-03-06,1,58.98
16518,,Krystal,,Holt,,6119 Grasswood Circle,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0163,1996-06-19,High School,Clerical,F,S,0,2,0,0,76589,2017-03-06,0,50.14
22959,,Julie,,Yuan,,1201 Olive Hill,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0158,1981-03-05,Partial College,Clerical,F,S,1,2,0,0,83746,2017-03-06,1,54.06
23838,,Ariana,M,Ready,,2411 Hazelnut Lane,,Coronado,California,United States,92118,126-555-0118,1990-08-22,Bachelors,Management,F,M,1,0,0,1,104451,2017-03-06,1,51.11
27365,,Jimmy,,Jimenez,,38 Shangri-la Rd.,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0116,1991-05-15,High School,Skilled Manual,M,S,0,1,0,0,58004,2017-03-06,0,52.22
16088,,Bryce,A,Sanders,,1870 Blue Ridge Dr.,,Beaverton,Oregon,United States,97005,449-555-0174,1987-07-10,Bachelors,Clerical,M,S,0,1,0,0,78365,2017-03-06,0,52.93
24544,,Kellie,,Romero,,Marienplatz 13,,Berlin,Hessen,Germany,12171,1 (11) 500 555-0176,1975-07-18,Partial College,Manual,F,S,0,0,0,0,25730,2017-03-06,0,44.75
20883,,Latoya,A,Rai,,"100, rue Jean Mermoz",,Paris,Seine (Paris),France,75002,1 (11) 500 555-0164,1987-11-16,Bachelors,Management,F,M,1,1,0,2,112854,2017-03-06,1,50.93
26879,,Shannon,L,Lin,,Hauptstr 2929,,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0155,1996-04-16,High School,Clerical,F,S,0,2,0,0,79873,2017-03-06,0,50.45
11234,,Anna,,Griffin,,7221 Peachwillow Street,,Long Beach,California,United States,90802,965-555-0146,1972-11-19,Partial College,Skilled Manual,F,S,1,1,0,0,59532,2017-03-06,0,51.98
29459,,Marco,L,Malhotra,,8168 Eaker Way,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0172,1997-05-04,High School,Manual,M,S,0,1,0,0,36260,2017-03-06,1,49.9
14029,,Christina,,Morris,,6680 Brookdale Dr.,,Lake Oswego,Oregon,United States,97034,193-555-0194,1996-08-22,Partial College,Skilled Manual,F,M,0,1,0,0,61226,2017-03-06,0,49.24
27251,,Jessica,R,Flores,,799 Northwood Drive,,Grossmont,California,United States,91941,148-555-0148,1991-03-07,Graduate Degree,Management,F,M,1,2,0,0,111097,2017-03-06,0,51.29
27744,,Gilbert,,Pal,,5707 Bellwood Court,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0112,1962-12-16,Graduate Degree,Manual,M,M,1,1,1,2,35582,2017-03-06,1,50.73
22687,,Javier,M,Jiménez,,199 Buskirk Ave,,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0114,1983-11-11,Bachelors,Management,M,M,1,1,1,2,113141,2017-03-06,1,61.6
24002,,Thomas,,Harris,,6812 Semillon Circle,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0191,1997-05-27,High School,Clerical,M,M,0,1,0,0,85864,2017-03-06,0,50.56
12646,,Kenneth,,Xu,,Conesweg 180,,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0178,1972-07-11,High School,Skilled Manual,M,S,1,1,0,0,62075,2017-03-06,0,60.02
20620,,Victoria,J,Cook,,6526 Edie Ct.,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0167,1991-02-04,Bachelors,Skilled Manual,F,S,0,1,0,0,53511,2017-03-06,0,52.27
25810,,Jimmy,,Sanz,,8060 Roslyn Drive,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0163,1995-03-14,Bachelors,Clerical,M,S,0,1,0,0,83808,2017-03-06,0,51.89
11766,,Candace,M,Raman,,1060 Mcelroy Court,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0148,1986-07-04,Bachelors,Skilled Manual,F,S,0,1,0,0,60367,2017-03-06,0,48.54
18511,,Mya,,Jenkins,,4595 Sudden Loop,,National City,California,United States,91950,339-555-0115,1976-05-23,Partial College,Management,F,S,1,1,0,0,107564,2017-03-06,0,51.72
25791,,Seth,L,Foster,,"268, avenue de l´Europe",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0159,1973-05-27,Bachelors,Clerical,M,S,1,2,0,0,79732,2017-03-06,1,59.28
27969,,Bryant,L,Patel,,7107 Vista Valley Rd.,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0117,1996-09-28,Bachelors,Manual,M,M,0,0,0,0,26898,2017-03-06,0,45.92
23546,,Kathryn,,Jai,,1487 Franklin Canyon Road,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0120,1980-06-10,Partial College,Clerical,F,M,1,2,1,2,78216,2017-03-06,1,52.4
27269,,Victoria,,Lee,,1048 Las Quebradas Lane,,Walla Walla,Washington,United States,99362,690-555-0140,1989-03-16,Graduate Degree,Manual,F,S,0,1,0,0,29606,2017-03-06,0,48.33
14491,,Isaac,,Bailey,,82 Mt. Dell Dr.,,San Diego,California,United States,92102,356-555-0182,1973-11-03,Graduate Degree,Clerical,M,S,1,0,0,0,87018,2017-03-06,1,54.01
28424,,Neil,,Romero,,4657 Price Lane,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0137,1997-01-20,Partial College,Skilled Manual,M,S,0,2,0,0,51710,2017-03-06,1,50.35
13618,,Jay,M,Raman,,5508 Trembath Court,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0181,1996-11-14,Bachelors,Skilled Manual,M,S,0,1,0,0,60328,2017-03-06,1,51.45
23650,,Carolyn,,Vazquez,,9761 Darnett Circle,,Findon,South Australia,Australia,5023,1 (11) 500 555-0156,1994-06-07,Partial High School,Skilled Manual,F,M,0,1,0,0,58066,2017-03-06,1,49.07
11679,,Dalton,W,Richardson,,6453 Castle Hill Road,,Puyallup,Washington,United States,98371,385-555-0179,1989-05-08,Graduate Degree,Skilled Manual,M,M,0,2,0,1,61230,2017-03-06,1,49.45
